Company Name,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Subsidiary of (Organization ID),Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Prerequisite: Determine Research Guidelines,Already Prospected 2717,Qualify Account,Qualified Prospect 6487,Prerequisite: Research Target Company
Presbyterian St Lukes,Presbyterian St Lukes,Cold,"Apollo companies database, Signals databse",220,hospital & health care,toolsadmin@markifydigital.com,http://www.pslmc.com,http://www.linkedin.com/company/presbyterian-st-lukes,https://facebook.com/PSLDenver,https://twitter.com/PresStLukesDenv,1801 N High St,Denver,Colorado,United States,80218-1307,"1801 N High St, Denver, Colorado, United States, 80218-1307","hospitals & health care, healthcare, hospital care, community health, medical research, neurology, neonatal icu, medical technology, pediatric care, specialty hospitals, orthopedics, general medical and surgical hospitals, services, accreditations, surgery, trauma level iv, hca healthcare, blood bank accreditation, b2c, oncology, burn care center verification, pediatric hospital, women's health, patient-centered care, neonatal intensive care, specialty services, cancer care network, emergency care, patient safety, advanced medical services, pain management, organ sharing, hyperbaric medicine, transplant services, b2b, hospital & health care, health care, health, wellness & fitness, health & medical, medical centers",'+1 303-839-6000,Remote,,,,,665000000,2,69fc90782e9c210001345b64,8062,62211,"HCA HealthONE Presbyterian St. Luke's is a 680-bed hospital that shares a campus with HCA HealthONE Rocky Mountain Children's. The hospital offers a range of specialized medical services to meet the needs of its patients.

Key services include surgery, orthopedics, and women's health. The facility is dedicated to providing quality care in these specialty areas.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,,,,
Whitman Hospital and Medical Clinics,Whitman Hospital and Medical Clinics,Cold,"Apollo companies database, Signals databse",350,hospital & health care,toolsadmin@markifydigital.com,http://www.whmc.org,http://www.linkedin.com/company/whitman-hospital-and-medical-center,,,1200 W Fairview St,Colfax,Washington,United States,99111-9552,"1200 W Fairview St, Colfax, Washington, United States, 99111-9552","hospitals & health care, imaging services, hospital services, community programs, public hospital district, hospital accreditation awards, rural healthcare, patient records, rural health services, services, hospital accreditation, healthcare infrastructure, rehabilitation, healthcare quality, telehealth, government, critical access hospital, public hospital, patient support, community health, health programs, cardiology, healthcare awards, medical history, healthcare history, emergency care, behavioral health, general medical and surgical hospitals, healthcare community support, hospital management, specialty clinics, healthcare recognition, patient-centered care, dermatology, hospital facility expansion, outpatient clinics, diagnostic imaging, healthcare, oncology, critical access hospital designation, hospital expansion, healthcare accessibility, primary care, community health initiatives, urgent care, outpatient services, rural hospital recognition, community health programs, hospital history milestones, surgical techniques, hospital facility modernization, patient care, healthcare compliance, surgical services, hospital & health care, medical, health care, health, wellness & fitness",'+1 509-397-3435,"Microsoft Office 365, Amazon AWS, Cloudinary, Google Play, Mobile Friendly, Android, Remote, Electron, Semrush, Epic, TCP TimeClock Plus, Cornerstone HR, Google AdWords Conversion, Microsoft Excel, accessiBe, Outlook, Microsoft PowerPoint, Tor, Analyzer, Olo, Micro, Epic Optime, Epic ClinDoc, SAP, Epic Resolute, Microsoft Office",,,,,57900000,,69fc90812e9c2100013463d5,8011,62211,"Whitman Hospital & Medical Clinics (WHMC) is a general medical and surgical hospital located in Colfax, Washington. It is committed to enhancing community health through a variety of inpatient, outpatient, and clinic-based services. WHMC operates from its main campus in Colfax and has additional clinics in Garfield, St. John, and Tekoa. The hospital provides 24/7 emergency services and has a team of 54 affiliated clinicians.

WHMC offers a wide range of healthcare services, including emergency care, a birth center, gastroenterology, general surgery, imaging, laboratory services, and therapy programs. Specialized services include orthopedics, ENT, urology, and nutrition counseling. The hospital emphasizes local care, focusing on accessibility and community well-being in rural eastern Washington.",1892,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/686cfa15f3501300010ba497/picture,,,,,,,,,,,
"ProgenyHealth, LLC",ProgenyHealth,Cold,"Healthcare Behavioural/ABA/Dentl, Apollo companies database, Signals databse",210,hospital & health care,toolsadmin@markifydigital.com,http://www.progenyhealth.com,http://www.linkedin.com/company/progenyhealth-inc-,https://facebook.com/pages/Progenyhealth/283211851855307,https://twitter.com/ProgenyHealth,450 Plymouth Road,Plymouth Meeting,Pennsylvania,United States,19462,"450 Plymouth Road, Plymouth Meeting, Pennsylvania, United States, 19462","neonatal abstinence syndrome, neonatal care, preterm, telephonic services, utilization management, case management, maternity care management, low birth weight, neonatology, utilization review, managed care, nicu, evidencebased best practices, family education, maternity, premature infants, maternal & infant health, health equity, medically complex newborns, sdoh, hospitals & health care, healthcare cost reduction, care continuum, proactive intervention, payment integrity, patient engagement, health plan support, health outcomes, telephonic case management, healthcare services, cultural competence in care, b2b, social determinants of health, cost containment, care coordination, risk identification, population health, risk assessment, home health care services, digital health, postpartum support, services, nicu utilization management, maternal health equity, healthtech, nicu care management, population health management, healthcare, hospital & health care, health care, health, wellness & fitness, information technology & services",'+1 610-832-2001,"Salesforce, Outlook, Microsoft Office 365, DreamHost SSL, Campaign Monitor, Slack, Hubspot, Mobile Friendly, Google Tag Manager, Apache, WordPress.org, Vimeo, Bootstrap Framework, Android, AI, Amazon Elastic MapReduce (EMR), Google AdWords Conversion, Excel4Apps, accessiBe, Connect, Javascript, SQL, Amazon Web Services (AWS), Verint, Microsoft SQL Server Reporting Services, Microsoft SQL Server Analysis Services, 24-7 Media, REST, Azure Analysis Services, Azure Devops, Electron",,Venture (Round not Specified),0,2025-05-01,51100000,,69259913ac6315000110f16a,8082,62161,"ProgenyHealth, LLC is a women's healthcare company based in Plymouth Meeting, Pennsylvania, founded in 2003. The company specializes in evidence-based maternity and NICU care management, aiming to enhance maternal and infant health outcomes while reducing costs related to preterm births and NICU admissions. With a team of over 200 professionals, including board-certified physicians and nurses, ProgenyHealth has managed 140,000 NICU births and supports families nationwide through personalized care management and physician collaboration.

The company offers a comprehensive, tech-enabled care management platform that spans from prenatal health risk assessments to postpartum care. Key features include early identification of high-risk pregnancies, proactive support for social determinants of health, and collaboration with healthcare providers to standardize care. ProgenyHealth partners with various organizations, including commercial health plans and government agencies, to deliver localized maternity and NICU services, ensuring equitable care and improved health outcomes.",2003,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6844e552410d5e000169ee71/picture,,,,,,,,,,,
Clinical Ink Inc,Clinical Ink,Cold,"Apollo companies database, Signals databse",290,pharmaceuticals,,http://www.clinicalink.com,http://www.linkedin.com/company/clinical-ink,https://facebook.com/ClinicalInk1/,https://twitter.com/clinicalink,525 Vine St,Winston-Salem,North Carolina,United States,27101,"525 Vine St, Winston-Salem, North Carolina, United States, 27101","cognitive assessment, life sciences, clinical trials, esource, epro, parkinsons, electronic data capture, risk based monitoring, adaptive design, ecoa, digital biomarkers, regulatory submissions, alzheimers, digital endpoints, oncology, cns, immunology, direct data capture, ddc, decentralized trials, pharmaceutical manufacturing, remote patient monitoring, clinical trial software, econsent, clinical trial management, remote data collection, patient adherence, ai dashboards, clinical trial analytics, medical devices, clinical trial digital tools, clinical research digital tools, decentralized data collection, clinical trial compliance tools, clinical data integration, clinical research services, pharmaceuticals, ai-powered dashboards, clinical trial outcomes, data integrity, real-time analytics, clinical trial regulatory support, clinical trial efficiency, clinical trial industry, digital biomarkers validation, clinical trial digital transformation, clinical trial optimization, clinical trial industry leadership, sponsor solutions, patient data capture, digital health solutions, regulatory standards adherence, econsent technology, patient-centric research, wearables data, esource platform, clinical data platform, clinical trial cost reduction, clinical trial safety, patient engagement tools, digital health platform, automated data capture, real-time data collection, clinical trial monitoring, telehealth, decentralized clinical trials, esource ecosystem, therapeutic area expertise, clinical trial compliance, clinical trial management system, regulatory compliance tools, digital health analytics, clinical trial speed, regulatory compliance, clinical trial automation, digital health innovation, data security, cro solutions, biotechnology, clinical trial data security, clinical trial data integration, automated workflows, clinical trial data quality, patient-centric trial design, clinical trial innovation, remote data capture, digital health, research and development in the physical, engineering, and life sciences, healthcare technology, remote patient data, clinical research technology, ecoa solutions, clinical trial operational excellence, clinical trial insights, clinical trial cost savings, clinical trial technology, patient engagement, regulatory support tools, real-time data review, patient engagement solutions, clinical trial operations, wearables integration, clinical data security, regulatory standards, electronic clinical outcome assessment, mobile health technology, clinical trial solutions, real-time data capture, data integration, clinical data management, cgm (continuous glucose monitoring), bgm (blood glucose monitoring), therapeutic areas, immunology solutions, diabetes clinical trials, oncology trials, neuroscience research, lupus trials, infectious disease studies, patient-centric trials, sensors and wearables, event-driven epro, data validation, site user engagement, behavioral assessments, adaptive trial designs, improved patient retention, data accuracy, cloud-based data platforms, medical imaging, patient relationship management, study timeline reduction, gcp compliance, study build efficiency, decision support tools, protocol adherence management, user-friendly interface, b2b, healthcare, health care, health, wellness & fitness, hospital & health care, medical, computer & network security, information technology & services, enterprise software, enterprises, computer software",'+1 336-464-0702,"Route 53, CloudFlare Hosting, Amazon SES, Gmail, Google Apps, Microsoft Office 365, Backbone JS Library, Atlassian Cloud, OneTrust, Pardot, Slack, Hubspot, Salesforce, Woo Commerce Memberships, React Redux, Webflow, Hotjar, AngularJS, Gravity Forms, Facebook Login (Connect), Webtraxs, Vimeo, Google Font API, ON24, Qualtrics, Woo Commerce, Mobile Friendly, Facebook Comments, Bootstrap Framework, Trustpilot, Typekit, Google Tag Manager, Google Analytics, Facebook Widget, reCAPTCHA, WordPress.org, Remote, AI, Xamarin, TSYS, Ning, Gem, Azure Devops, Blue Coat ProxySG, VueJS, TypeScript, Javascript, C#, .NET, SQL, Azure Analysis Services, AWS Step Functions, Git, ActiveProspect, Etracker, Salesforce CRM Analytics, Amazon S3, DoubleClick, React Native, REST, Vena, Playwright, Flutter, AWS Trusted Advisor, Snowflake, Arctic Wolf, Endpoint Protection, Juniper Networks SRX-Series Firewalls, SentinelOne, Siemens SIMATIC S7, Kiosked, Android",26560223,Merger / Acquisition,0,2021-11-01,25000000,,69a85fed2aaaf1000143983a,8731,54171,"Clinical Ink is a global life science technology company founded in 2007, with headquarters in Winston-Salem, NC, and additional offices in Philadelphia, PA, and Raleigh, NC. The company focuses on enhancing clinical trials through its innovative eSource platform and solutions designed for decentralized trials. By integrating data, technology, and patient science, Clinical Ink aims to accelerate clinical development for sponsors, contract research organizations (CROs), researchers, sites, and patients.

The core offering of Clinical Ink is its eSource platform, which includes features such as Direct Data Capture (DDC) for real-time data collection, electronic Clinical Outcome Assessment (eCOA), electronic Patient-Reported Outcomes (ePRO), and eConsent for digital informed consent. The platform also supports telehealth integration and advanced neurocognitive testing. Clinical Ink emphasizes therapeutic areas like Alzheimer's, Parkinson's, and immunology, driving innovations that improve data precision and patient outcomes. The company has received notable recognitions and significant investments, highlighting its impact in the life sciences sector.",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69b12f24c15ebd000130b699/picture,GI Partners (gipartners.com),54a12a7669702d8b19589e02,,,,,,,,,
DMC Huron Valley-Sinai Hospital,DMC Huron Valley-Sinai Hospital,Cold,"Apollo companies database, Signals databse",390,hospital & health care,toolsadmin@markifydigital.com,http://www.hvsh.org,http://www.linkedin.com/company/dmc-huron-valley-sinai-hospital,https://facebook.com/huronvalleysinai,https://twitter.com/DMC_HuronValley,1 William Carls Dr,Commerce Charter Township,Michigan,United States,48382,"1 William Carls Dr, Commerce Charter Township, Michigan, United States, 48382","orthopaedic surgery, womens services, oncology services, weight loss surgery, emergency, imaging services, hernia repair, endoscopy, hospitals & health care, general medical and surgical hospitals, obstetrics, community health, healthcare awards, cardiology, community-based healthcare, specialized medical centers, minimally invasive surgery, healthcare network, medical education, hospital system, diagnostic imaging, specialty outpatient clinics, hospitals, orthopedics, healthcare services, oncology, emergency care, healthcare, surgical services, patient care, medical services, b2c, specialty centers, mechanical heart innovation, neurology, stormready hospital, services, education, hospital & health care, medical, health care, health, wellness & fitness",'+1 248-937-3300,"Cloudflare DNS, CloudFlare Hosting, Remote",,,,,10000000,,69fc90882e9c210001347641,8011,62211,"DMC Huron Valley-Sinai Hospital is part of the Detroit Medical Center network, located in the Detroit, Michigan area. The hospital offers a wide range of medical services, including emergency care, specialized diagnostics, surgery, and rehabilitation. It is committed to providing comprehensive healthcare across multiple specialties and supports advanced training through graduate medical education programs in fields such as Emergency Medicine, Surgery, and Cardiology.

Key services include a fully equipped emergency department, diagnostic imaging and radiology, birthing and neonatal care through the Harris Birthing Center, and various cardiology and rehabilitation services. The hospital also provides oncology services, general surgery with advanced techniques, and a range of plastic and cosmetic surgery options. Additional specialties include allergy, anesthesiology, bariatric surgery, and a burn center, ensuring a broad spectrum of care for patients in the Detroit area.",1986,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67c7d51d76f8140001b05243/picture,,,,,,,,,,,
Mary Rutan Health,Mary Rutan Health,Cold,"Apollo companies database, Signals databse",570,hospital & health care,toolsadmin@markifydigital.com,http://www.maryrutan.org,http://www.linkedin.com/company/mary-rutan-health,http://facebook.com/MaryRutanHealth,,205 E Palmer Ave,Bellefontaine,Ohio,United States,43311,"205 E Palmer Ave, Bellefontaine, Ohio, United States, 43311","hospitals & health care, weight management programs, specialty services, community health, d2c, comprehensive healthcare system, offices of physicians, urgent care, award-winning healthcare, healthcare technology, chronic disease management, patient-centered care, medical education, patient resources, disease management programs, pediatrics, medical care recognition, diabetes care, healthcare, outpatient care, behavioral health, community services, community wellness programs, internal medicine, b2c, health information management, specialty clinics, plastic surgery, telemedicine, hospital services, services, copd management, hospital & health care, health care, health, wellness & fitness, health care information technology",'+1 937-592-4015,"Outlook, Microsoft Office 365, Amazon AWS, Google Tag Manager, Cloudinary, Mobile Friendly, ASP.NET, Microsoft-IIS, Remote, AI, Analyzer, Tor, Veracode AppSec Governance",,,,,139529000,,69fc908d2e9c210001347c0b,8011,62111,"Mary Rutan Health is an independent, community-based not-for-profit health care organization located in Ohio, with a history spanning over 100 years. Established in 1919, it has evolved from a small hospital into a comprehensive health system that includes Mary Rutan Hospital, the Mary Rutan Foundation, and Logan View, LLC. The organization employs 803 team members and has 108 volunteers, ensuring a strong community presence.

The health system offers a wide range of services, including inpatient and outpatient care, emergency services, and specialized treatments such as cardiopulmonary rehabilitation, neurology, and orthopedic care. With 13 offsite locations across Logan, Champaign, Hardin, and Shelby counties, Mary Rutan Health is dedicated to providing accessible health care to its community. The organization is recognized nationally for its quality of care and has received accolades from patients and independent ranking bodies.",1919,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68708ee5f70fa900015e7217/picture,,,,,,,,,,,
Duke Cancer Institute,Duke Cancer Institute,Cold,"Apollo companies database, Signals databse",380,hospital & health care,toolsadmin@markifydigital.com,http://www.dukecancerinstitute.org,http://www.linkedin.com/company/duke-cancer-institute,https://facebook.com/DukeCancerInstitute,https://twitter.com/dukecancer,20 Duke Medicine Cir,Durham,North Carolina,United States,27710,"20 Duke Medicine Cir, Durham, North Carolina, United States, 27710","hospitals & health care, clinical research, translational research, cancer patient care, clinical trials, targeted immunotherapies, biomarker research, surgery, cancer registry, offices of physicians, personalized cancer treatment, services, research, patient care, molecular tumor board, oncology research, medical research, minimally invasive surgery, metastatic cancer, targeted therapies, cancer care collaboration, oncology, brain tumor treatment, advanced surgical techniques, personalized therapy, spinal cord tumor treatment, cancer research, cancer center, cancer care, oncology education, laser interstitial thermal therapy, brain tumor surgery, cancer diagnostics, molecular diagnostics, cancer treatment research, systemic therapies, cancer immunotherapy, immuno-oncology, personalized medicine, immunotherapy, cancer genetics, cancer centers, spine metastasis, brain metastasis treatment, cancer genomics, cancer surgery, supportive care, cancer support services, cancer clinical trials, cancer care innovation, cancer treatment advances, cancer treatment development, patient-centered care, cancer prevention, cancer treatment technology, targeted therapy, surgical oncology, cancer treatment, healthcare, cancer treatment personalization, metastatic brain cancer, cancer survivorship, radiation therapy, precision medicine, systemic therapy, neuro-oncology, multidisciplinary care, cancer biomarker discovery, medical education, radiation oncology, cancer research funding, cancer care excellence, cancer treatment innovation, b2b, education, hospital & health care, health care, health, wellness & fitness",'+1 919-385-3132,"Microsoft Azure Hosting, Mobile Friendly, Varnish, Apache, Google Tag Manager, Remote",200000,Other,200000,2020-02-01,157300000,,69fc90b82e9c21000134c2d6,8011,62111,"Duke Cancer Institute (DCI) is a comprehensive cancer center designated by the National Cancer Institute. Established in 1973, it integrates cancer research, clinical care, and education within Duke Health to enhance prevention, diagnosis, and treatment of cancer. DCI has a rich history, including the nation's first outpatient bone marrow transplantation program and significant contributions to genetic discoveries related to cancer.

DCI offers integrated cancer care through multidisciplinary teams in a centralized facility, with additional locations in North Durham, Cary, and Raleigh. Its services include patient care, clinical trials, and specialized programs like the Preston Robert Tisch Brain Tumor Center. DCI emphasizes collaboration and innovation, housing over 400 researchers dedicated to advancing cancer treatment and care.

The institute is committed to global health initiatives and supports various research outputs, focusing on genetic discoveries and novel therapies. DCI serves a diverse patient population, attracting individuals from both local and international communities.",1973,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f8d39a5efd330001c322a3/picture,,,,,,,,,,,
ST ALPHONSUS REGIONAL MEDICAL CENTER INC,ST ALPHONSUS REGIONAL MEDICAL CENTER,Cold,"Apollo companies database, Signals databse",490,hospital & health care,toolsadmin@markifydigital.com,http://www.saintalphonsus.com,http://www.linkedin.com/company/st-alphonsus-regional-medical-center-inc,https://facebook.com/saintalphonsusliguori,https://twitter.com/stalphonsuslig,,Boise,Idaho,United States,,"Boise, Idaho, United States","hospitals & health care, hospital & health care",'+1 847-255-7452,"Cloudflare DNS, Gmail, Google Apps, Microsoft Office 365, CloudFlare Hosting, Slack",,,,,27334000,,69fc90bb2e9c21000134cee8,8060,,"Saint Alphonsus Regional Medical Center Inc. (SARMC) is a not-for-profit, Catholic faith-based hospital located in Boise, Idaho. Founded in 1894, it serves as a key healthcare provider in Idaho, eastern Oregon, and northern Nevada. SARMC is designated as a Level I Comprehensive Stroke Center, offering advanced medical care with a focus on serving the poor and underserved communities.

The hospital features 374-381 beds and provides a wide range of inpatient and outpatient services across various specialties. Key offerings include cardiovascular care, emergency and trauma services, neurosciences, oncology, orthopedics, and maternity services. SARMC also emphasizes community wellness through chronic disease management, health education, and support for the uninsured. With a commitment to accessible care, it utilizes reinvested profits to enhance technology and facilities, ensuring quality healthcare for all patients.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,,,,,,,,,,,
Ohana Health Plan,Ohana Health Plan,Cold,"Apollo companies database, Signals databse",220,hospital & health care,toolsadmin@markifydigital.com,http://www.ohanahealthplan.com,http://www.linkedin.com/company/ohana-health-plan,https://www.facebook.com/ohanahealthplan,https://twitter.com/OhanaHealthPlan,,Honolulu,Hawaii,United States,,"Honolulu, Hawaii, United States","managed care, hospitals & health care, covid-19 support, health insurance, member appeals, medicaid, health coverage, electronic visit verification, member rewards program, caregiver resources, outreach and community support, quest hawaii, support resources, health and wellness, member resources, out-of-state coverage, community services, prior authorization, community care services, member rights, b2c, health programs, outpatient mental health and substance abuse centers, healthcare, interoperability and patient access, pharmacy services, 'ohana babysteps, health and wellness tools, member support, prescription drug plans, provider login, behavioral health, behavioral health services, diamond designation program, dual special needs plans, services, member portal, medicare, medicaid overview, telehealth services, self-referral services, member newsletters, medicaid quest, provider network, special programs for members, health plan, hospital & health care, health, wellness & fitness, health care",'+1 800-919-8807,"Microsoft Office 365, Adobe CQ, Zendesk, Adobe Marketing Cloud, reCAPTCHA, Google Tag Manager, Mobile Friendly, Ruxit",,,,,16809000,,69fc90bb2e9c21000134cf09,6361,62142,"'Ohana Health Plan provides government-sponsored managed care services to families—from keiki to kupuna—and individuals with complex medical needs primarily through Medicaid, Medicare Advantage (Wellcare), and Medicare Prescription Drug Plans (Wellcare) across the state.

'Ohana Health Plan is a wholly owned subsidiary of Centene Corporation, a leading healthcare enterprise committed to helping people live healthier lives. For more information, please visit www.ohanahealthplan.com.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e6a12b5d67270001762695/picture,,,,,,,,,,,
Los Alamos Medical Center,Los Alamos Medical Center,Cold,"Apollo companies database, Signals databse",300,hospital & health care,toolsadmin@markifydigital.com,http://www.losalamosmedicalcenter.com,http://www.linkedin.com/company/los-alamos-medical-center,https://www.facebook.com/pages/category/Hospital/Los-Alamos-Medical-Center-103674611460012/,https://twitter.com/lamcweb,3917 West Rd,Los Alamos,New Mexico,United States,87544-1776,"3917 West Rd, Los Alamos, New Mexico, United States, 87544-1776","hospitals & health care, cardiology, outpatient services, healthcare, community health, infusion therapy, medical technology, general medical and surgical hospitals, specialized programs, services, sleep medicine, inpatient services, primary care, community healthcare, healthcare employment, b2c, breast health, urology services, digestive health, acute care hospital, healthcare technology, medical staff, emergency care, diagnostic services, patient resources, surgical care, medical services, hospital services, elderly care, hospital & health care, medical, health care, health, wellness & fitness",'+1 505-662-4201,"Microsoft Azure Hosting, Google Tag Manager, Woo Commerce, Gravity Forms, DoubleClick, Google Maps (Non Paid Users), Wix, Google Maps, Mobile Friendly, Bootstrap Framework, WordPress.org, Vimeo, Google Font API, AngularJS, Typekit, Facebook Login (Connect), Remote, BILL, Amazon Elastic MapReduce (EMR), poly, SnapApp, GE Healthcare MRI, CLEAR, Semrush, Kronos, AMP, PROS, Analyzer",,,,,44800000,,69fc90c02e9c21000134d220,8062,62211,"A Lifepoint Health National Quality Leader, Los Alamos Medical Center is the only hospital in Los Alamos County and is a major healthcare provider for Northern New Mexico. Our 47-bed acute care facility has been providing quality and compassionate emergency care, surgical care, inpatient and outpatient services to the communities of Northern New Mexico for over 70 years.",1964,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6704ad6474649e0001f71e54/picture,Lifepoint Health® (lifepointhealth.net),57c4c2aaa6da9836ea65ab97,,,,,,,,,
Bicycle Health Inc,Bicycle Health,Cold,"Healthcare Behavioural/ABA/Dentl, Apollo companies database, Signals databse",240,hospital & health care,,http://www.bicyclehealth.com,http://www.linkedin.com/company/bicyclehealth,https://www.facebook.com/bicyclehealth/,https://twitter.com/BicycleHealth?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,68 Harrison Ave,Boston,Massachusetts,United States,02111,"68 Harrison Ave, Boston, Massachusetts, United States, 02111","addiction medicine, opioid use disorder treatment, medication for addiction, rehab, mental health, telemedicine, hospitals & health care, privacy and confidentiality, healthcare, digital health data analytics, treatment retention, services, digital health, healthcare technology, virtual support services, outpatient mental health and substance abuse centers, patient-centered approach, evidence-based treatment, telehealth, virtual addiction care, clinical outcomes, treatment success, remote drug screening, care delivery, virtual care, behavioral health, insurance contracts, peer support groups online, patient outcomes, broad access to treatment, drug screening, licensed medical team, moud, opioid dependence, broad access, long-term recovery, treatment success rate, buprenorphine/naloxone, online support groups, telemedicine platform, stigma-free treatment, addiction treatment, long-term recovery support, medication management, telehealth for co-occurring disorders, care continuity, d2c, virtual clinic, care in multiple states, telemedicine for teens, mental health support, medication-assisted treatment, online addiction recovery programs, cost-effective care, confidential care, digital health monitoring, suboxone, treatment accessibility, remote healthcare, peer support, b2c, suboxone treatment, confidential treatment, health coaching, virtual care for rural areas, patient-centered care, patient safety, drug screening at home, remote medication management, patient support, digital addiction treatment, opioid use disorder, fda-approved medications, patient engagement, wearable technology in oud treatment, care coordination, behavioral healthcare, therapy, opioid addiction treatment, insurance coverage, data-driven care, virtual opioid treatment programs, healthcare innovation, opioid withdrawal management, medication assisted treatment, oud, buprenorphine, naloxone, online clinics, prescription refills, insurance accepted, rapid treatment access, clinical support specialists, withdrawal symptoms, patient retention, non-judgmental support, addiction recovery, chronic disease management, flexible appointment scheduling, medical provider access, urine drug screening, patient satisfaction, health outcomes, affordable treatment, healthcare accessibility, holistic care approach, privacy protection, care progress tracking, effective treatment options, care teams, clinical best practices, recovery journey, drug screening falsification, psychoeducation, support resources, emergency treatment, partnerships, b2b, hospital & health care, health care information technology, health care, health, wellness & fitness, information technology & services",'+1 510-858-4675,"Cloudflare DNS, Route 53, Amazon SES, Rackspace MailGun, Gmail, Google Apps, Microsoft Office 365, Atlassian Cloud, Typeform, Bitrix, React, Webflow, Freshdesk, Hubspot, Slack, Salesforce, Squarespace ECommerce, Ad Unit 320 x 50, Google Maps (Non Paid Users), Google Analytics Ecommerce Tracking, Google Analytics, Gravity Forms, Google Font API, Facebook Login (Connect), Bootstrap Framework, Typekit, Yelp, Mixpanel, Ad Unit 728 x 90, Google Tag Manager, Facebook Widget, Mobile Friendly, DoubleClick, Hotjar, Ad Unit 300 x 250, Shopify, reCAPTCHA, Emma, DotNetNuke, Wix, Piwik, YouTube, Paypal, Google Maps, WordPress.org, Visual Website Optimizer, Facebook Custom Audiences, Google Play, Woo Commerce, Vimeo, JQuery 2.1.1, Remote, ezFlow for Google Docs for G Suite, Zoomdata, Freshworks, AthenaHealth, Athena, Kareo, Semrush, Vtiger for G Suite, Electron, Google Workspace, Absorb LMS, Amazon Elastic MapReduce (EMR), Cornerstone HR, Salesforce CRM Analytics, TypeScript, GraphQL, Node.js",103800000,Venture (Round not Specified),16500000,2025-01-01,104000000,,69259914ac6315000110f279,8099,62142,"Bicycle Health is a telemedicine healthcare company based in Boston, Massachusetts, founded in 2017. It specializes in virtual treatment for opioid use disorder (OUD) through a comprehensive program delivered via a single app. As the largest medical group in the U.S. providing medication for opioid use disorder (MOUD) via telemedicine, it has a dedicated team of healthcare professionals licensed across 32 states, serving over 32,000 patients.

The company offers an all-in-one telehealth platform that combines medication-assisted treatment (MAT) with behavioral healthcare, therapy, peer support groups, and care coordination. Key features include personalized treatment plans, video consultations, home-based drug screening, and a secure mobile app for communication with the care team. Bicycle Health aims to increase access to high-quality, integrated healthcare for OUD patients, focusing on empathetic care and data-driven outcomes. Its mission is to help individuals live fulfilling lives free from addiction.",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69a800728618a700015e043b/picture,,,,,,,,,,,
