url,success,statusCode,scrapedAt,error,metaTitle,metaDescription,canonical,wordCount,h1_count,h2_count,h3_count,h1_first,h2_first,h2_all,schemaTypes,og_title,og_description,og_type
https://commonwealth-dentistry.com/chesterfield/,true,200,2026-04-14T14:54:42.013Z,,Chesterfield Dentist Office | Commonwealth Dentistry,Chesterfield Dentists At Commonwealth Dentistry | Convenient Local Dentists Office | All Treatments In-Office | Family Friendly Dentist | Schedule Online,https://commonwealth-dentistry.com/chesterfield/,1649,1,8,20,Experienced Chesterfield Dentists at Commonwealth Dentistry,Compassionate dentistry tailored to your needs,Compassionate dentistry tailored to your needs | Meet our Chesterfield dentists | Frequently Asked Questions | Hear From Our Patients | Becoming a patient is easy | New Patients Always Welcome! | Provide Your Address Below For The Location Nearest You | Ready to Join the Commonwealth Family?,? | FAQPage | Dentist,Chesterfield Dentist Office | Commonwealth Dentistry,Chesterfield Dentists At Commonwealth Dentistry | Convenient Local Dentists Office | All Treatments In-Office | Family Friendly Dentist | Schedule Online,article
https://www.brushandfloss.com/locations/rocky-mount-sunset,true,200,2026-04-14T14:54:36.974Z,,"Dentist in Rocky Mount, Sunset NC | Riccobene Associates Family Dentistry","Need a dentist in Rocky Mount Sunset, NC? Riccobene Associates Family Dentistry offers quality dental care in a modern practice. Book your appointment now!",https://www.brushandfloss.com/locations/rocky-mount-sunset,1782,1,11,15,"EXCEPTIONAL DENTIST IN ROCKY MOUNT SUNSET, NC FOR FAMILY AND EMERGENCY CARE",MEET OUR DOCTORS,MEET OUR DOCTORS | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry | Rocky Mount, NC","Need a dentist in Rocky Mount Sunset, NC? Riccobene Associates Family Dentistry offers quality dental care in a modern practice. Book your appointment now!",website
https://commonwealth-dentistry.com/midlothian/,true,200,2026-04-14T14:54:42.138Z,,Midlothian Dentist Office | Commonwealth Dentistry,Midlothian Dentists At Commonwealth Dentistry | Convenient Local Dentists Office | All Treatments In-Office | Family Friendly Dentist | Schedule Online,https://commonwealth-dentistry.com/midlothian/,986,1,7,12,Midlothian Dentists At Commonwealth Dentistry,Dentistry centered around you,Dentistry centered around you | Meet our Midlothian dentists | Hear From Our Patients | Becoming a patient is easy | New Patients Always Welcome! | Provide Your Address Below For The Location Nearest You | Ready to Join the Commonwealth Family?,? | Dentist,Midlothian Dentist Office | Commonwealth Dentistry,Midlothian Dentists At Commonwealth Dentistry | Convenient Local Dentists Office | All Treatments In-Office | Family Friendly Dentist | Schedule Online,article
https://commonwealth-dentistry.com/palmyra/,true,200,2026-04-14T14:54:42.161Z,,Palmyra Dentist Office | Commonwealth Dentistry,Palmyra Dentists At Commonwealth Dentistry | Convenient Local Dentists Office | All Treatments In-Office | Family Friendly Dentist | Schedule Online,https://commonwealth-dentistry.com/palmyra/,1151,1,7,13,"Palmyra Dentists At
Commonwealth Dentistry",Dentistry centered around you,Dentistry centered around you | Meet Our Palmyra Dentists | Hear From Our Patients | Becoming a patient is easy | New Patients Always Welcome! | Provide Your Address Below For The Location Nearest You | Ready to Join the Commonwealth Family?,? | Dentist,Palmyra Dentist Office | Commonwealth Dentistry,Palmyra Dentists At Commonwealth Dentistry | Convenient Local Dentists Office | All Treatments In-Office | Family Friendly Dentist | Schedule Online,article
https://www.brushandfloss.com/locations/columbia-sc,true,200,2026-04-14T14:54:40.324Z,,"Dentist in Columbia, SC | Riccobene Associates Family Dentistry","Looking for a dentist in Columbia, SC? Riccobene Associates offers family, cosmetic, and emergency care with advanced technology and expert care. Call today!",https://www.brushandfloss.com/locations/columbia-sc,1984,1,11,12,"TRUSTED DENTIST IN COLUMBIA, SC - COMPASSIONATE CARE FOR YOUR SMILE",MEET OUR DOCTOR,MEET OUR DOCTOR | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry | Columbia, SC","Looking for a dentist in Columbia, SC? Riccobene Associates offers family, cosmetic, and emergency care with advanced technology and expert care. Call today!",website
https://www.brushandfloss.com/selma/,true,200,2026-04-14T14:54:40.703Z,,"Dentist in Selma, NC | Riccobene Associates Family Dentistry","Looking for a dentist in Selma, NC? Riccobene Associates Family Dentistry offers general, pediatric, cosmetic, and emergency dental care. Schedule today!",https://www.brushandfloss.com/locations/selma,1996,1,11,21,"EXPERIENCED DENTISTS IN SELMA, NC",MEET OUR DOCTORS,MEET OUR DOCTORS | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry | Selma, NC","Looking for a dentist in Selma, NC? Riccobene Associates Family Dentistry offers general, pediatric, cosmetic, and emergency dental care. Schedule today!",website
https://www.brushandfloss.com/locations/greensboro,true,200,2026-04-14T14:54:43.168Z,,"Dentist in Greensboro, NC | Riccobene Associates Family Dentistry","Looking for a dentist in Greensboro, NC? Riccobene Associates offers professional dental care for all ages under one roof. Schedule your visit with us today!",https://www.brushandfloss.com/locations/greensboro,1846,1,11,14,"TOP-RATED DENTISTS IN GREENSBORO, NC",MEET YOUR DOCTOR,MEET YOUR DOCTOR | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry | Greensboro, NC","Looking for a dentist in Greensboro, NC? Riccobene Associates offers professional dental care for all ages under one roof. Schedule your visit with us today!",website
https://www.brushandfloss.com/locations/charlotte-university,true,200,2026-04-14T14:54:42.969Z,,"Dentist in University Area, Charlotte, NC | Riccobene Associates Family Dentistry",Brighten your smile with expert dental care in the University Area of Charlotte. Book your seat Now!,https://www.brushandfloss.com/locations/charlotte-university,1601,1,11,11,"EXPERT DENTAL CARE FOR FAMILIES IN THE UNIVERSITY AREA CHARLOTTE, NC",MEET YOUR DOCTOR,MEET YOUR DOCTOR | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry | Charlotte, NC",Brighten your smile with expert dental care in the University Area of Charlotte. Book your seat Now!,website
https://www.brushandfloss.com/locations/mocksville,true,200,2026-04-14T14:54:45.335Z,,"Dentist in Mocksville, NC | Riccobene Associates Family Dentistry","Dentist in Mocksville NC offering family, pediatric, cosmetic, emergency & implant care in a modern, welcoming practice. Call 336-753-6630 today!",https://www.brushandfloss.com/locations/mocksville,1586,1,11,15,"TRUSTED DENTISTS IN MOCKSVILLE, NC FOR COMPLETE FAMILY DENTAL CARE",MEET OUR DOCTOR,MEET OUR DOCTOR | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry | Mocksville, NC","Dentist in Mocksville NC offering family, pediatric, cosmetic, emergency & implant care in a modern, welcoming practice. Call 336-753-6630 today!",website
https://commonwealth-dentistry.com/mechanicsville/,true,200,2026-04-14T14:54:44.951Z,,Mechanicsville Dentist Office | Commonwealth Dentistry,Mechanicsville Dentists At Commonwealth Dentistry | Convenient Local Dentists Office | All Treatments In-Office | Family Friendly Dentist | Schedule Online,https://commonwealth-dentistry.com/mechanicsville/,996,1,7,12,"Mechanicsville Dentists At
Commonwealth Dentistry",Dentistry centered around you,Dentistry centered around you | Meet Your Mechanicsville Dentist | Hear From Our Patients | Becoming a patient is easy | New Patients Always Welcome! | Provide Your Address Below For The Location Nearest You | Ready to Join the Commonwealth Family?,? | Dentist,Mechanicsville Dentist Office | Commonwealth Dentistry,Mechanicsville Dentists At Commonwealth Dentistry | Convenient Local Dentists Office | All Treatments In-Office | Family Friendly Dentist | Schedule Online,article
https://www.brushandfloss.com/locations/mebane,true,200,2026-04-14T14:54:45.047Z,,"Dentist in Mebane, NC | Riccobene Associates Family Dentistry","Dentist in Mebane, NC, providing family, pediatric, cosmetic, emergency, and implant care in a modern, welcoming practice. Call 336-270-2919 today!",https://www.brushandfloss.com/locations/mebane,1884,1,11,18,"TRUSTED DENTISTS IN MEBANE, NC FOR COMPLETE FAMILY DENTAL CARE",MEET OUR DOCTORS,MEET OUR DOCTORS | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry | Mebane, NC","Dentist in Mebane, NC, providing family, pediatric, cosmetic, emergency, and implant care in a modern, welcoming practice. Call 336-270-2919 today!",website
https://www.brushandfloss.com/locations/wake-forest,true,200,2026-04-14T14:54:45.428Z,,"Dentist in Wake Forest, NC | Riccobene Associates Family Dentistry",Dentist in Wake Forest NC offering family cosmetic implants emergency dentistry with advanced technology and friendly care Call Brush and Floss to schedule today,https://www.brushandfloss.com/locations/wake-forest,2068,1,11,16,"EXPERIENCED DENTISTS IN WAKE FOREST, NC",MEET OUR DOCTOR,MEET OUR DOCTOR | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry | Wake Forest, NC",Dentist in Wake Forest NC offering family cosmetic implants emergency dentistry with advanced technology and friendly care Call Brush and Floss to schedule today,website
https://commonwealth-dentistry.com/,true,200,2026-04-14T14:54:45.949Z,,Commonwealth Dentistry | Central Virginia Dentist & Dental Care,Experienced Dentists At Commonwealth Dentistry | Comfortable & Convenient Care | All Treatments In-Office | Family Friendly Dentist | Schedule Online,https://commonwealth-dentistry.com/,945,1,16,8,"Changing Lives
One Smile At a Time",Comprehensive & compassionate dentistry for the whole family,Comprehensive & compassionate dentistry for the whole family | Endodontics | General Dentistry | Cosmetic Dentistry | Orthodontics | Pediatric Dentistry | Periodontics | Endodontics | General Dentistry | Award-Winning Dentistry | New Patients Always Welcome! | Verify your dental insurance coverage instantly | DELMAIN_INSURANCE_PROVIDER | Hear From Our Patients | Provide Your Address Below For The Location Nearest You | Ready to Join the Commonwealth Family?,? | Dentist,Commonwealth Dentistry | Central Virginia Dentist & Dental Care,Experienced Dentists At Commonwealth Dentistry | Comfortable & Convenient Care | All Treatments In-Office | Family Friendly Dentist | Schedule Online,article
https://www.brushandfloss.com/locations/selma-orthodontics,true,200,2026-04-14T14:54:47.033Z,,"Orthodontist in Selma, NC | BrushAndFloss Orthodontics","Need an orthodontist in Selma, NC? Brush and Floss Orthodontics offers expert care with braces, Invisalign®, and pediatric orthodontics. Book today!",https://www.brushandfloss.com/locations/selma-orthodontics,1490,1,11,12,"TRUSTED ORTHODONTIST IN SELMA, NC FOR BRACES AND INVISALIGN® CARE",MEET YOUR DOCTOR,MEET YOUR DOCTOR | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | FAQPage,"BrushAndFloss Orthodontics | Selma, NC","Need an orthodontist in Selma, NC? Brush and Floss Orthodontics offers expert care with braces, Invisalign®, and pediatric orthodontics. Book today!",website
https://www.brushandfloss.com/locations/fort-mill,true,200,2026-04-14T14:54:47.727Z,,"Dentist in Fort Mill, SC | Riccobene Associates Family Dentistry","Looking for a reliable dentist in Fort Mill, SC? We offer comprehensive care from cleanings to cosmetic treatments. Call today to schedule your appointment!",https://www.brushandfloss.com/locations/fort-mill,1533,1,11,12,"EXPERT DENTISTS IN FORT MILL, SC",MEET OUR DOCTOR,MEET OUR DOCTOR | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry | Fort Mill, SC","Looking for a reliable dentist in Fort Mill, SC? We offer comprehensive care from cleanings to cosmetic treatments. Call today to schedule your appointment!",website
https://www.brushandfloss.com/locations/raleigh-falls,true,200,2026-04-14T14:54:47.485Z,,Dentist in Raleigh Falls NC | Riccobene Associates Family Dentistry,"Need a dentist in Raleigh Falls, NC? Riccobene Associates Family Dentistry offers family, cosmetic, and emergency care. Schedule your visit today!",https://www.brushandfloss.com/locations/raleigh-falls,1924,1,11,18,"TRUSTED DENTISTS IN RALEIGH FALLS, NC FOR COMPLETE FAMILY DENTAL CARE",MEET OUR DOCTOR,MEET OUR DOCTOR | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry | Raleigh, NC","Need a dentist in Raleigh Falls, NC? Riccobene Associates Family Dentistry offers family, cosmetic, and emergency care. Schedule your visit today!",website
https://www.brushandfloss.com/cary-pediatric/,true,200,2026-04-14T14:54:48.893Z,,"Pediatric Dentist in Cary, NC | Riccobene Associates Family Dentistry for Kids","At Riccobene, our team includes a trusted pediatric dentist in Cary, NC, who delivers quality care to ensure your child’s teeth stay healthy and bright. Call Now!",https://www.brushandfloss.com/locations/cary-pediatric,1744,1,11,13,"TRUSTED PEDIATRIC DENTIST IN CARY, NC",MEET OUR DOCTOR,MEET OUR DOCTOR | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry for Kids | Cary, NC","At Riccobene, our team includes a trusted pediatric dentist in Cary, NC, who delivers quality care to ensure your child’s teeth stay healthy and bright. Call Now!",website
https://www.brushandfloss.com/locations/clemmons,true,200,2026-04-14T14:54:49.178Z,,"Dentist in Clemmons, NC | Riccobene Associates Family Dentistry","Dentist in Clemmons, NC provides expert family and cosmetic dentistry in Clemmons. Call us now!",https://www.brushandfloss.com/locations/clemmons,1846,1,11,18,"TRUSTED DENTISTS IN CLEMMONS, NC FOR COMPLETE FAMILY DENTAL CARE",MEET OUR DOCTOR,MEET OUR DOCTOR | OUR SERVICES | WHAT OUR PATIENTS SAY | OUR OFFICE | WHY CHOOSE RICCOBENE? | OUR COMMITMENT TO EXCELLENCE | OTHER NEARBY LOCATIONS | PAYMENT OPTIONS & MEMBERSHIP PLANS | AFFORDABLE MEMBERSHIP PLANS | FREQUENTLY ASKED QUESTIONS | READY TO SCHEDULE? CONTACT US,WebPage | Organization | Insurance Accepted | Dentist | Service | Review | Review | Review | Review | Review | FAQPage,"Riccobene Associates Family Dentistry | Clemmons, NC","Dentist in Clemmons, NC provides expert family and cosmetic dentistry in Clemmons. Call us now!",website
